"class_id","scientific_name","observation_id","photo_id","photo_license","photo_attribution","observation_url","download_url","width","height","sha256","dhash","relative_path"
"1","Quercus acutissima","294979989","544680387","cc-by-nc","(c) jjnickel, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/294979989","https://inaturalist-open-data.s3.amazonaws.com/photos/544680387/large.jpg","768","1024","6d54eea8df4482a780e6aab81f16a7a68d485568c8674b95daac6bbce945daaf","29b0c8434474e40e","test/001_quercus_acutissima/obs_294979989_photo_544680387.jpg"
"1","Quercus acutissima","306114639","551991782","cc-by-nc","(c) Charles, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/306114639","https://inaturalist-open-data.s3.amazonaws.com/photos/551991782/large.jpg","1024","768","f0006a2b769d51e8ce41df3d9b17715cba5378cf2503450a38773b73d6b89fa3","69cd4dc984485a96","test/001_quercus_acutissima/obs_306114639_photo_551991782.jpg"
"1","Quercus acutissima","306241907","552247202","cc-by-nc","(c) Elise Smith, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/306241907","https://inaturalist-open-data.s3.amazonaws.com/photos/552247202/large.jpg","473","1024","e33b4664f1e158e4669fb9aca1b34a0e8bec8f2420a1315b996e908de5496220","224a4aac7b2a4644","test/001_quercus_acutissima/obs_306241907_photo_552247202.jpg"
"1","Quercus acutissima","307517850","554689229","cc-by-nc","(c) Ren Cordova, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/307517850","https://inaturalist-open-data.s3.amazonaws.com/photos/554689229/large.jpg","771","1024","67474fa37c842daa84d09670a2c07352492c1d1725ace0c69f0a594608b16138","6789b2a078634e8e","test/001_quercus_acutissima/obs_307517850_photo_554689229.jpg"
"1","Quercus acutissima","307870894","555373775","cc-by-nc","(c) NnNnNn, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/307870894","https://inaturalist-open-data.s3.amazonaws.com/photos/555373775/large.jpg","768","1024","a682d9464ecbd7452eae78bddc9595636bd4b361d02cc5816042c5ee2c7fa4bc","cc8c4e25c9dcbcd6","test/001_quercus_acutissima/obs_307870894_photo_555373775.jpg"
"1","Quercus acutissima","310298333","560014084","cc-by-nc","(c) Sabra Rogers, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/310298333","https://inaturalist-open-data.s3.amazonaws.com/photos/560014084/large.jpg","576","1024","46ae5a3128b2196a4f77cf13c5df7676c39db5a03cdd45535de293c06a0fc906","d09078649034390d","test/001_quercus_acutissima/obs_310298333_photo_560014084.jpg"
"1","Quercus acutissima","310799921","560974772","cc-by-nc","(c) Matt Hartley, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/310799921","https://inaturalist-open-data.s3.amazonaws.com/photos/560974772/large.jpg","768","1024","5da68bd0b2f3b920c4e75439853a5a6673d91319e4476993de03a2142cf4c3d1","4bcb8936e6e5ec7c","test/001_quercus_acutissima/obs_310799921_photo_560974772.jpg"
"1","Quercus acutissima","314114647","567252579","cc-by-nc","(c) Paul Ha, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/314114647","https://inaturalist-open-data.s3.amazonaws.com/photos/567252579/large.jpg","1024","683","f3639bae29c5bb948d6fd8ada6a57f6be4438c7b7d19d9e1ffdf9116c0e68279","16964646ca6ce2c0","test/001_quercus_acutissima/obs_314114647_photo_567252579.jpg"
"1","Quercus acutissima","316307701","571477028","cc-by-nc","(c) hawkins204, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/316307701","https://inaturalist-open-data.s3.amazonaws.com/photos/571477028/large.jpg","768","1024","c968edee0e92fc013f5e0087679d5246b6d7ca62b870fc8e3b85df49b13c5bb0","35f6b6e6ec63f296","test/001_quercus_acutissima/obs_316307701_photo_571477028.jpg"
"1","Quercus acutissima","316994614","572766452","cc-by-nc","(c) Drew Rosie, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/316994614","https://inaturalist-open-data.s3.amazonaws.com/photos/572766452/large.jpg","576","1024","04977c0fe260e52bbd9871f83e17e7331d4680266c3ce875f7b746433fa2ac37","69535e78b033e886","test/001_quercus_acutissima/obs_316994614_photo_572766452.jpg"
"1","Quercus acutissima","317293855","573330836","cc-by-nc","(c) relaxinggibbous, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/317293855","https://inaturalist-open-data.s3.amazonaws.com/photos/573330836/large.jpg","768","1024","af9cf35e3151a952e60bcf0b4428a82637b9e4478300a7c77bd7bb3274c8888a","71e16a161c38c694","test/001_quercus_acutissima/obs_317293855_photo_573330836.jpg"
"1","Quercus acutissima","318185439","575039260","cc-by-nc","(c) Tony Grossman, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/318185439","https://inaturalist-open-data.s3.amazonaws.com/photos/575039260/large.jpg","768","1024","0302bd57f4ed0e4de73523c67efe6b3c1f866cf112edfcd75445fb81de40d911","330a2c4c46a6a6a9","test/001_quercus_acutissima/obs_318185439_photo_575039260.jpg"
"1","Quercus acutissima","319838089","578199732","cc-by-nc","(c) oledustydave, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/319838089","https://inaturalist-open-data.s3.amazonaws.com/photos/578199732/large.jpg","576","1024","22fb24099c00a26e8ea16d6f9e7383e2531aeed4c75abc776d1cc846c1fa751a","eefcaa6ca6e0686d","test/001_quercus_acutissima/obs_319838089_photo_578199732.jpg"
"1","Quercus acutissima","319850903","579939578","cc-by-nc","(c) David Diaz, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/319850903","https://inaturalist-open-data.s3.amazonaws.com/photos/579939578/large.jpg","768","1024","16425119993cb5fd0b2fc02262e55177e9180c4524ff74fea9ea4d82d6dbba9e","5d663238454f1f3b","test/001_quercus_acutissima/obs_319850903_photo_579939578.jpg"
"1","Quercus acutissima","321253973","580962822","cc-by-nc","(c) kelsea_333, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/321253973","https://inaturalist-open-data.s3.amazonaws.com/photos/580962822/large.jpg","768","1024","7e8bd1b22a3a9e8eb08a29aa01b9d5a712fd269d2b420d3f55b311703283476d","493cccf8d9e26341","test/001_quercus_acutissima/obs_321253973_photo_580962822.jpg"
"1","Quercus acutissima","322285303","582992059","cc-by-nc","(c) James R. Reynolds, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/322285303","https://inaturalist-open-data.s3.amazonaws.com/photos/582992059/large.jpg","576","1024","8d9999a0c2ea3d7dd0e9fc4f489e008239c8f59f25c7da5c61ead56486bf5a80","021387a383075e19","test/001_quercus_acutissima/obs_322285303_photo_582992059.jpg"
"1","Quercus acutissima","322759156","583935413","cc-by-nc","(c) gemnance, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/322759156","https://inaturalist-open-data.s3.amazonaws.com/photos/583935413/large.jpg","768","1024","4725e679692d5e289d5898eae8df1b9e6b4407a3ed89014f5c3ef29209b8a10a","5477797032b35b2c","test/001_quercus_acutissima/obs_322759156_photo_583935413.jpg"
"1","Quercus acutissima","325234950","588816288","cc-by-nc","(c) bmfrench44, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/325234950","https://inaturalist-open-data.s3.amazonaws.com/photos/588816288/large.jpg","576","1024","93559380226c225d43b642ffe9993b72a0b64de3c824f3dc7cb7c74c7715604b","349bc97666e99c1b","test/001_quercus_acutissima/obs_325234950_photo_588816288.jpg"
"1","Quercus acutissima","329604949","597505318","cc-by-nc","(c) willstroud50, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/329604949","https://inaturalist-open-data.s3.amazonaws.com/photos/597505318/large.jpg","576","1024","89eb3c2de8fcdf5d84081a0e5e3d6de8254c5bd8acb220d82ce51e1a982a2b5a","676129cf4feb9a9a","test/001_quercus_acutissima/obs_329604949_photo_597505318.jpg"
"1","Quercus acutissima","342227847","623171117","cc-by-nc","(c) 李牛至, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/342227847","https://inaturalist-open-data.s3.amazonaws.com/photos/623171117/large.jpg","768","1024","4c9b57e0d9b7440f1965e8a0cbce842afbcaf95fc30a5abf9879f0cf49d8cb3e","20e1440c8e9dfcb3","test/001_quercus_acutissima/obs_342227847_photo_623171117.jpg"
"1","Quercus acutissima","352384420","643162485","cc-by-nc","(c) melainaw, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/352384420","https://inaturalist-open-data.s3.amazonaws.com/photos/643162485/large.jpg","576","1024","22a1ef9bca7119f38a3534cdc4f0e1fe571efc58928693bf427447cd6f3b7dd2","a8e0e886812463f3","test/001_quercus_acutissima/obs_352384420_photo_643162485.jpg"
"1","Quercus acutissima","355640343","648565011","cc-by-nc","(c) sydneysimmons, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/355640343","https://inaturalist-open-data.s3.amazonaws.com/photos/648565011/large.jpg","576","1024","7e2379dd76da25f21b4def757cb7bc1ba51205bea2bdacc22a14b8b836386a76","36d695f22628abe9","test/001_quercus_acutissima/obs_355640343_photo_648565011.jpg"
"1","Quercus acutissima","361739839","660196264","cc-by-nc","(c) CGlynn, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/361739839","https://inaturalist-open-data.s3.amazonaws.com/photos/660196264/large.jpg","768","1024","0fb7a0244e5446ebd4f73d1482585c1712932f6dafd3104a37f3b6e003407964","9a8d85c667e7f696","test/001_quercus_acutissima/obs_361739839_photo_660196264.jpg"
"1","Quercus acutissima","362195032","661052019","cc-by-nc","(c) Seth Moore, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/362195032","https://inaturalist-open-data.s3.amazonaws.com/photos/661052019/large.jpg","576","1024","e693260f3b4bb888828bb4986d3c670342ce1eceb316066bcf04e5fae197e109","294d5b776663dbb5","test/001_quercus_acutissima/obs_362195032_photo_661052019.jpg"
"1","Quercus acutissima","362548007","661718682","cc-by-nc","(c) stephen4-7pagans, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/362548007","https://inaturalist-open-data.s3.amazonaws.com/photos/661718682/large.jpg","1024","683","8f9cfbbafe6e4bae45477aa6250a18b6af0f816bd1dd6e31ee0c2f306cdc6ab7","640d192b2b132303","test/001_quercus_acutissima/obs_362548007_photo_661718682.jpg"
"1","Quercus acutissima","364236297","664927822","cc-by-nc","(c) 이병우, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/364236297","https://inaturalist-open-data.s3.amazonaws.com/photos/664927822/large.jpg","768","1024","907f85135e509ffe36073d916ea617097a5e197026db7afdddefb91f7a7e80f2","a42730ac86b3226a","test/001_quercus_acutissima/obs_364236297_photo_664927822.jpg"
"1","Quercus acutissima","366164249","668583545","cc-by-nc","(c) Cassie, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/366164249","https://inaturalist-open-data.s3.amazonaws.com/photos/668583545/large.jpg","768","1024","f1312bd91612a2863cf1a6859138bf062d266e993e63f68eff07b0e28d3965cc","ebdc52a60552c160","test/001_quercus_acutissima/obs_366164249_photo_668583545.jpg"
"1","Quercus acutissima","367536454","671204283","cc-by-nc","(c) Richard Hasegawa, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/367536454","https://inaturalist-open-data.s3.amazonaws.com/photos/671204283/large.jpg","1024","768","8d9d8985406fdff553706359d423d273172b455fee6335a6debc1b1a305a3ef1","db1bef85b938c989","test/001_quercus_acutissima/obs_367536454_photo_671204283.jpg"
"1","Quercus acutissima","369901090","675714057","cc0","no rights reserved","https://www.inaturalist.org/observations/369901090","https://inaturalist-open-data.s3.amazonaws.com/photos/675714057/large.jpg","1024","768","3a9eee2359a126dbbd31875fca423d01cd9d915a956fbca2c92f032cda69e260","6aa6e7cc1d65f1d1","test/001_quercus_acutissima/obs_369901090_photo_675714057.jpg"
"1","Quercus acutissima","370431535","676677740","cc-by-nc","(c) Jarod Albrecht, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/370431535","https://inaturalist-open-data.s3.amazonaws.com/photos/676677740/large.jpg","1024","768","806afd4bdb80301e90c1f9ddbddd75e7614ee7e4825f852e68fd9b6258afaf0e","0151733525cbad3c","test/001_quercus_acutissima/obs_370431535_photo_676677740.jpg"
"1","Quercus acutissima","370682334","677179494","cc-by-nc","(c) Jarod Albrecht, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/370682334","https://inaturalist-open-data.s3.amazonaws.com/photos/677179494/large.jpg","1024","768","6273c95ff6b0f42762cd51bc7435538b5078e80d940cc66ef556ff7d3304afae","e9ca18303ca40ccd","test/001_quercus_acutissima/obs_370682334_photo_677179494.jpg"
"1","Quercus acutissima","375688212","686833361","cc-by-nc","(c) 김민성, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/375688212","https://inaturalist-open-data.s3.amazonaws.com/photos/686833361/large.jpg","473","1024","e8d1e5cff6ff38855818405eb180e1f195a0380481c8107f90229d0abeedfa3e","b87ac6a2334ff36a","test/001_quercus_acutissima/obs_375688212_photo_686833361.jpg"
"1","Quercus acutissima","375957818","687346883","cc-by-nc","(c) Emily LePrell, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/375957818","https://inaturalist-open-data.s3.amazonaws.com/photos/687346883/large.jpg","768","1024","a132f77d39e51f2ffc380a19be83f6655219040633554b5b05a000f20b88e6b1","1b5b1b0f661c3233","test/001_quercus_acutissima/obs_375957818_photo_687346883.jpg"
"1","Quercus acutissima","382073466","699169720","cc-by-nc","(c) colinmoorhouse, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/382073466","https://inaturalist-open-data.s3.amazonaws.com/photos/699169720/large.jpg","576","1024","8e532e762726e61e3429d25bf15254bb9926056d132b086ba03dc0928a13a170","76f6b8dbc9bbe74d","test/001_quercus_acutissima/obs_382073466_photo_699169720.jpg"
"1","Quercus acutissima","382120114","699754060","cc-by-nc","(c) henry johnson, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/382120114","https://inaturalist-open-data.s3.amazonaws.com/photos/699754060/large.jpg","768","1024","3e6f24eefef3582aa5201d492bd21c695a4658aca6fa14efb64549ee1f89672c","db8bac8c8ca012ca","test/001_quercus_acutissima/obs_382120114_photo_699754060.jpg"
"1","Quercus acutissima","248357610","443739079","cc-by-nc","(c) freedom2003, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/248357610","https://inaturalist-open-data.s3.amazonaws.com/photos/443739079/large.jpeg","768","1024","3acbeef37587b71b7de85e81784cdedf1e9c7085eb500a1167baf5590b9dd7e3","a990b43233a5766e","train/001_quercus_acutissima/obs_248357610_photo_443739079.jpg"
"1","Quercus acutissima","248487132","444000171","cc-by","(c) WATANABE Hitoshi 渡辺仁, some rights reserved (CC BY)","https://www.inaturalist.org/observations/248487132","https://inaturalist-open-data.s3.amazonaws.com/photos/444000171/large.jpeg","1024","683","4d20a10df76a529260a5e698bb1fb50f7e8e4e9a4ef9ffad33040cfb63f571b7","3bb385cfcf2d626b","train/001_quercus_acutissima/obs_248487132_photo_444000171.jpg"
"1","Quercus acutissima","248553099","444136613","cc-by","(c) りなべる, some rights reserved (CC BY)","https://www.inaturalist.org/observations/248553099","https://inaturalist-open-data.s3.amazonaws.com/photos/444136613/large.jpeg","1024","768","4039ba1e7b7085729567660cf41fe379d49cd911a45f071604e555b5d9e88e82","b43c5ab522425e96","train/001_quercus_acutissima/obs_248553099_photo_444136613.jpg"
"1","Quercus acutissima","248696887","444427803","cc-by-nc","(c) green_finger, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/248696887","https://inaturalist-open-data.s3.amazonaws.com/photos/444427803/large.jpeg","768","1024","8069b258b914b3e7616ea3a7dd62d00e558b61bdd395549fdefdaac9207538b1","09d9a26ee9ebe4d1","train/001_quercus_acutissima/obs_248696887_photo_444427803.jpg"
"1","Quercus acutissima","248710569","444454579","cc-by-nc","(c) Suzaan Kritzinger-Klopper, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/248710569","https://inaturalist-open-data.s3.amazonaws.com/photos/444454579/large.jpeg","768","1024","3e66ff68ff8ae1255ae7d3a3be3f5cd4e0cb42f8f8c7b7b38c841f6302b7f415","42135b06953579f2","train/001_quercus_acutissima/obs_248710569_photo_444454579.jpg"
"1","Quercus acutissima","248737273","444510512","cc-by-nc","(c) probablydead, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/248737273","https://inaturalist-open-data.s3.amazonaws.com/photos/444510512/large.jpeg","768","1024","7643bdf49b94143890f0dd805a8a789b63b850d75a51dea65a02ea58474fb285","115126624c4e4b59","train/001_quercus_acutissima/obs_248737273_photo_444510512.jpg"
"1","Quercus acutissima","248788597","444609426","cc-by-nc","(c) dreamscapedeb, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/248788597","https://inaturalist-open-data.s3.amazonaws.com/photos/444609426/large.jpeg","768","1024","da38b3192b2ee9e86a42b8f12475c9f59705a45645a489cd4c704be955bc2aee","242e2964648c6c0c","train/001_quercus_acutissima/obs_248788597_photo_444609426.jpg"
"1","Quercus acutissima","248819030","444669210","cc-by-nc","(c) skvanderl, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/248819030","https://inaturalist-open-data.s3.amazonaws.com/photos/444669210/large.jpeg","473","1024","270cb28ebd7ee1dd883b836896326cdd9b35fda76784837bd351d171ef7d115e","b3ad3b72f5b4fb3d","train/001_quercus_acutissima/obs_248819030_photo_444669210.jpg"
"1","Quercus acutissima","249095083","445215031","cc-by-nc","(c) rockybranch, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/249095083","https://inaturalist-open-data.s3.amazonaws.com/photos/445215031/large.jpeg","1024","768","2ea6ea6627615a8ce534cdc334748dc55f5a6668b8a0bc6148d204c691aab6c0","9551e4d4747052ab","train/001_quercus_acutissima/obs_249095083_photo_445215031.jpg"
"1","Quercus acutissima","249118117","445260282","cc-by","(c) diana schwartz, some rights reserved (CC BY)","https://www.inaturalist.org/observations/249118117","https://inaturalist-open-data.s3.amazonaws.com/photos/445260282/large.jpeg","576","1024","b5c3035662d485807742dfa5652f22d997d9b157d5dbabb0caaeeb93fbc46c8e","6b329a3d69d8e6e5","train/001_quercus_acutissima/obs_249118117_photo_445260282.jpg"
"1","Quercus acutissima","249123093","445270427","cc-by-nc","(c) orcinusss, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/249123093","https://inaturalist-open-data.s3.amazonaws.com/photos/445270427/large.jpeg","576","1024","474b9c502c2cd2cd06bc2c07ef3215a4d11fa061515272eb6acc6be018d0eb7c","072b48d43e6b6046","train/001_quercus_acutissima/obs_249123093_photo_445270427.jpg"
"1","Quercus acutissima","249174757","445369203","cc-by-nc","(c) Thabiso M Mokotjomela, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/249174757","https://inaturalist-open-data.s3.amazonaws.com/photos/445369203/large.jpeg","768","1024","6d31d2f7e4b5fb84cbb9f3bf069bc24d4eba52339b1fe25cda1c83b42192e9c3","0959d0f0f2fa6898","train/001_quercus_acutissima/obs_249174757_photo_445369203.jpg"
"1","Quercus acutissima","249691379","446397574","cc-by-nc","(c) bobwhite98, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/249691379","https://inaturalist-open-data.s3.amazonaws.com/photos/446397574/large.jpeg","768","1024","c4ab61e5db3fe33727206af14367666250b44453e5fd68388f86a40804d7a290","014f07e7d2e103c6","train/001_quercus_acutissima/obs_249691379_photo_446397574.jpg"
"1","Quercus acutissima","249856721","446731010","cc-by","(c) Daniel J. Layton, some rights reserved (CC BY)","https://www.inaturalist.org/observations/249856721","https://inaturalist-open-data.s3.amazonaws.com/photos/446731010/large.jpeg","768","1024","11cf7f8411d185e04e0f07a576cdc5b81f0664af81b56240a3a7749b610efd87","492d25a5646dcdd2","train/001_quercus_acutissima/obs_249856721_photo_446731010.jpg"
"1","Quercus acutissima","250320141","448249858","cc-by-nc","(c) nancynf, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/250320141","https://inaturalist-open-data.s3.amazonaws.com/photos/448249858/large.jpeg","768","1024","eb60983081f44521f2029d1b24a5f3a23ff1d96449118f630da7bcd49f56e6c5","c3735b5d67313193","train/001_quercus_acutissima/obs_250320141_photo_448249858.jpg"
"1","Quercus acutissima","250325952","447668693","cc-by","(c) WATANABE Hitoshi 渡辺仁, some rights reserved (CC BY)","https://www.inaturalist.org/observations/250325952","https://inaturalist-open-data.s3.amazonaws.com/photos/447668693/large.jpeg","1024","683","b237c248d6ccac4cef0f71e33f93668a383fe464558cef0880bc9c19f6aad935","60f174d1594878e8","train/001_quercus_acutissima/obs_250325952_photo_447668693.jpg"
"1","Quercus acutissima","250379154","447779632","cc-by-nc","(c) 雨林木风, some rights reserved (CC BY-NC)","https://www.inaturalist.org/observations/250379154","https://inaturalist-open-data.s3.amazonaws.com/photos/447779632/large.jpeg","768","1024","29a262efe40779eccbe752cd262843e18a46ddd43a99d05bc2f6ca34cd7a1215","b1b0d1d5ec28ccc7","train/001_quercus_acutissima/obs_250379154_photo_447779632.jpg"
"1","Quercus acutissima","250528941","448083754","cc0","no rights reserved","https://www.inaturalist.org/observations/250528941","https://inaturalist-open-data.s3.amazonaws.com/photos/448083754/large.jpeg","768","1024","e0e69c0ccf67f615ca4772b63671cf0798ecb2c8c112d20ced96fe8af2543367","1393838588686801","train/001_quercus_acutissima/obs_250528941_photo_448083754.jpg"
